	name	subsystem	base_PDA	eflux_PDA	base_half	eflux_half	base_onetenth	eflux_onetenth
rxn01115_c0			2.851316903450239	2.851316903458168	1.4256585080899287	1.4256585080912432	0.2851316961177316	0.2851316961177316
rxn00192_m0			0.0	0.0	0.0	0.0	0.0	0.0
rxn00237_c0	ATP:GDP phosphotransferase_c0		0.33950606338020556	0.33950606338022526	0.16975303500222327	0.16975303500223415	0.03395060604692844	0.03395060604692844
rxn01116_c0	D-Ribulose-5-phosphate 3-epimerase_c0		1.8464373961455942	1.8464373961508693	0.923218735756466	0.9232187357573352	0.18464374340206088	0.18464374340206088
rxn00559_c0	D-mannose-6-phosphate aldose-ketose-isomerase_c0		-0.3157572865064693	-0.31575728650647567	-0.15787864649008387	-0.1578786464900841	-0.031575728345498856	-0.031575728345498856
rxn00285_m0	Succinate:CoA ligase (ADP-forming)_m0		-0.9561602642589832	-0.9561602642561273	-0.4780801228851918	-0.4780801228847199	-0.09561602441553586	-0.09561602441553586
rxn00786_c0	D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)_c0		2.114431304464146	2.1144313044588334	1.0572157012076415	1.057215701206761	0.21144312755746345	0.21144312755746345
rxn00248_c0	S)-malate:NAD+ oxidoreductase		0.0	0.0	0.0	0.0	0.0	0.0
rxn00704_c0	alpha-D-Glucose 1-phosphate 1,6-phosphomutase_c0		-0.28877881238800374	-0.2887788123880096	-0.14438940915429294	-0.14438940915429313	-0.028877880959724322	-0.028877880959724322
rxn01053_c0			0.0	0.0	0.0	0.0	0.0	0.0
rxn00547_c0			0.03573559	0.03573559	0.01786784	0.01786784	0.0035735590000000005	0.0035735590000000005
rxn01100_c0	ATP:3-phospho-D-glycerate 1-phosphotransferase_c0		-7.012775595645126	-7.012775595642414	-3.5063879515134424	-3.506387951512985	-0.7012775594476655	-0.7012775594476655
rxn00558_c0	D-glucose-6-phosphate aldose-ketose-isomerase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn09882_c0	RXN-5581.c.metaexp.NADP_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00250_c0			0.1994420324497176	0.19944203244972494	0.09972106514770557	0.0997210651477062	0.019944201875152553	0.019944201875152553
rxn00509_c0			1.1046181477958328e-05	1.1046197198716357e-05	5.5230492157498645e-06	5.523051830547132e-06	1.104650353911385e-06	1.104650353911385e-06
rxn00973_c0	citrate hydroxymutase		0.04818243766422567	0.04818243766421501	0.024091255164022288	0.02409125516401165	0.004818243764993554	0.004818243764993554
rxn00216_c0			3.4851674408652022	3.4851674408731443	1.7425837832950548	1.7425837832963698	0.3485167492466743	0.3485167492466743
rxn01977_c0	alpha-D-Glucose 6-phosphate ketol-isomerase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn01106_c0	2-Phospho-D-glycerate 2,3-phosphomutase_c0		-6.676088620904442	-6.676088620901697	-3.3380444595857757	-3.3380444595852965	-0.6676088623236577	-0.6676088623236577
rxn01731_m0	Itaconate:CoA ligase (ADP-forming)_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00741_c0	2-Hydroxybutyrate:NAD+ oxidoreductase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn34273_c0	Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0		0.9455091313174673	0.9455091313201055	0.4727545827768318	0.47275458277726645	0.0945509149994532	0.0945509149994532
rxn09417_m0	Succinic dehydrogenase_m0		0.960382860075972	0.9603828600888242	0.4801914309301439	0.4801914309322762	0.09603828413679637	0.09603828413679637
rxn00198_c0	Isocitrate:NADP+ oxidoreductase (decarboxylating)		0.04397088802871485	0.04397088802871685	0.021985470168285948	0.021985470168285948	0.004397088694086962	0.004397088694086962
rxn30206_m0	2-Hydroxybutane-1,2,4-tricarboxylate hydro-lyase_m0		0.04971112720159573	0.04971112720159684	0.024855564162550487	0.024855564162550522	0.004971112667201367	0.004971112667201367
rxn01241_m0	Dihydrolipoamide:NAD+ oxidoreductase		0.9567729762332847	0.9567729762304289	0.4783864788786235	0.4783864788781516	0.0956772956123739	0.0956772956123739
rxn15115_c0	D-Ribose 1,5-phosphomutase_c0		-7.658901370222182e-05	-7.658899798324015e-05	-3.829449955272679e-05	-3.829449693770748e-05	-7.658899053214485e-06	-7.658899053214485e-06
rxn00507_m0			0.0	0.0	0.0	0.0	0.0	0.0
rxn01870_c0	D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn01243_m0	 succinyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating)_m0		0.9567729762332847	0.9567729762304289	0.4783864788786235	0.4783864788781516	0.0956772956123739	0.0956772956123739
rxn00575_e0			0.0265603	0.0265603	0.0132802	0.0132802	0.00265603	0.00265603
rxn09523_m0	Mitochondrial matrix NADH dehydrogenase		0.0	0.0	0.0	0.0	0.0	0.0
rxn00973_m0	citrate hydroxymutase_m0		1.0247279328943368	1.024727932891483	0.5123639780863237	0.5123639780858519	0.10247280119578511	0.10247280119578511
rxn01334_c0	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase_c0		0.9455091313174673	0.9455091313201055	0.4727545827768318	0.47275458277726645	0.0945509149994532	0.0945509149994532
rxn02380_c0	beta-D-Glucose 6-phosphate ketol-isomerase_c0		1.5413928591347976	1.5413928591268555	0.7706964167049453	0.7706964167036303	0.15413928075332575	0.15413928075332575
rxn00288_m0	[Succinate:(acceptor) oxidoreductase_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn09522_m0	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase; (succinate dehydrogenase (ubiquinone-6), mitochondrial)		0.0	0.0	0.0	0.0	0.0	0.0
rxn05745_m0	aconitase, mitochondrial		0.0	0.0	0.0	0.0	0.0	0.0
rxn08032_c0	acetaldehyde transport via diffusion (extracellular to periplasm)		0.0	0.0	0.0	0.0	0.0	0.0
rxn05469_c0	pyruvate reversible transport via proton symport_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn08428_c0	ethanol transport via diffusion (extracellular to periplasm)_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn13377_c0	Phenethyl acetate transport (extracellular)_c0		0.0	0.0	0.0	0.0	0.0	0.0
PIt2r_c0	Inorganic phosphate transporter_c0		-0.2740005284475903	-0.274000528447591	-0.13700025327438445	-0.1370002532743841	-0.027400053774703573	-0.027400053774703573
rxn00001_c0	diphosphate phosphohydrolase_c0		6.39790131886268	6.3979013188628295	3.198950735981122	3.198950735981135	0.6397901359342661	0.6397901359342661
rxn00001_m0	CustomReaction_m0		0.00011488349518154395	0.00011488349518154473	5.744174876844996e-05	5.744174876844999e-05	1.1488349407131116e-05	1.1488349407131116e-05
rxn00014_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00068_c0	Fe2+:NAD+ oxidoreductase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00077_c0	ATP:NAD+ 2'-phosphotransferase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00077_m0	ATP:NAD+ 2'-phosphotransferase_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00078_c0	NADH kinase		3.829449839243271e-05	3.8294498394264576e-05	1.9147249589485105e-05	1.914724958931857e-05	3.829449802372764e-06	3.829449802372764e-06
rxn00078_m0	NADH kinase mitochondrial		0.0	0.0	0.0	0.0	0.0	0.0
rxn00097_c0	ATP:AMP phosphotransferase_c0		5.0989831827446315	5.098983182744765	2.549491654706173	2.5494916547061974	0.5098983234778022	0.5098983234778022
rxn00097_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00146_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00159_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00175_c0	Acetate:CoA ligase (AMP-forming)_c0		4.933039187678162	4.933039187693986	2.466519639390088	2.466519639392706	0.49330391405579027	0.49330391405579027
rxn00175_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00179_c0	ATP:L-glutamate 5-phosphotransferase_c0		0.025433429427333388	0.025433429427334026	0.01271672003693943	0.01271672003693945	0.0025433429122573904	0.0025433429122573904
rxn00184_c0	L-Glutamate:NADP+ oxidoreductase (deaminating)_c0		-0.9190902889847516	-0.9190902890005347	-0.4595452524205484	-0.45954525242319627	-0.09190904588871171	-0.09190904588871171
rxn00213_c0	UTP:alpha-D-glucose-1-phosphate uridylyltransferase_c0		0.28877881238800374	0.2887788123880096	0.14438940915429294	0.14438940915429313	0.028877880959724322	0.028877880959724322
rxn00289_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00336_c0	isocitrate glyoxylate-lyase (succinate-forming)_c0		0.0042115496355108195	0.004211549635498163	0.00210578499573634	0.0021057849957257027	0.0004211550709065917	0.0004211550709065917
rxn00355_c0	UTP:alpha-D-galactose-1-phosphate uridylyltransferase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00371_c0	Formate:NAD+ oxidoreductase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00543_c0	ethanol:NAD+ oxidoreductase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00543_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00549_c0	D-Fructose-1,6-bisphosphate 1-phosphohydrolase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00604_c0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase_c0		0.6309252975781754	0.6309252975860589	0.31546268239251285	0.315462682393826	0.0630925376763132	0.0630925376763132
rxn00605_c0	UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase_c0		0.004480456312080153	0.004480456312080244	0.0022402282019695365	0.0022402282019695395	0.0004480456268780991	0.0004480456268780991
rxn00609_c0	myo-Inositol-1-phosphate synthase_c0		-0.3405912687148793	-0.34059126871488626	-0.17029563784886373	-0.17029563784886395	-0.034059126542340286	-0.034059126542340286
rxn00616_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00634_c0	D-Glucitol:NAD+ 2-oxidoreductase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00641_c0	GTP:alpha-D-mannose-1-phosphate guanylyltransferase_c0		0.3157572865064693	0.31575728650647567	0.15787864649008387	0.1578786464900841	0.031575728345498856	0.031575728345498856
rxn00701_c0	UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00747_c0	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase_c0		-3.048452086263459	-3.0484520862607845	-1.5242261091076283	-1.5242261091071825	-0.3048452076162036	-0.3048452076162036
rxn00785_c0	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0		-0.9009282648281269	-0.9009282648307639	-0.45046415297963416	-0.4504641529800687	-0.09009282840260768	-0.09009282840260768
rxn00881_c0	1D-myo-Inositol 1-phosphate phosphohydrolase_c0		0.3405912687148793	0.34059126871488626	0.17029563784886373	0.17029563784886395	0.034059126542340286	0.034059126542340286
rxn00908_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn01101_c0	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase_c0		0.33668697474068404	0.3366869747407167	0.1683434919276668	0.1683434919276883	0.033668697124007725	0.033668697124007725
rxn01274_c0	(R)-S-Lactoylglutathione hydrolase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn01332_c0	Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)_c0		0.04458086648934031	0.0445808664893414	0.022290429797197628	0.022290429797197663	0.004458086596845509	0.004458086596845509
rxn01332_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn01343_c0	ATP:Sedoheptulose 7-phosphate 1-phosphotransferase_c0		0.9455091313174673	0.9455091313201055	0.4727545827768318	0.47275458277726645	0.0945509149994532	0.0945509149994532
rxn01476_c0	6-Phospho-D-glucono-1,5-lactone lactonohydrolase_c0		2.851316903450239	2.851316903458168	1.4256585080899287	1.4256585080912432	0.2851316961177316	0.2851316961177316
rxn01492_c0	ATP:D-fructose-1-phosphate 6-phosphotransferase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn01618_c0	(S)-Lactaldehyde:NADP+ oxidoreductase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn01834_c0	(R)-S-Lactoylglutathione methylglyoxal-lyase (isomerizing)_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn01851_m0	Aminobutyraldehyde dehydrogenase		0.0	0.0	0.0	0.0	0.0	0.0
rxn02004_c0	Trehalose-6-phosphate phosphohydrolase_c0		0.004480456312080153	0.004480456312080244	0.0022402282019695365	0.0022402282019695395	0.0004480456268780991	0.0004480456268780991
rxn03956_c0	3-Methylbutanol:NADP oxidoreductase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn05232_c0	2'-Deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0		0.000543781877192634	0.000543781877192645	0.0002718909441706617	0.00027189094417066206	5.4378187193752205e-05	5.4378187193752205e-05
rxn05236_c0	2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn05289_c0	NADPH:oxidized-thioredoxin oxidoreductase_c0		0.010749054197517158	0.010749054197518162	0.005374522232673136	0.005374522232672776	0.0010749054324135853	0.0010749054324135853
rxn05468_c0	TRANS-RXNAVI-26568.ce_c0		6.637911107846007	6.637911107845394	3.3189556536182834	3.3189556536181883	0.6637911161545226	0.6637911161545226
rxn09243_c0	D-sorbitol transport via diffusion (extracellular to periplasm)_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn09397_c0	CustomReaction_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn09399_c0	CustomReaction_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn09400_c0	CustomReaction_c0		0.2172829838866905	0.21728298388669492	0.10864149417072778	0.10864149417072792	0.02172829817868662	0.02172829817868662
rxn09753_c0	CustomReaction_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn12777_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn13222_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn13223_c0	aldehyde dehydrogenase (2-methylbutanol, NADP)_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn13224_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn13225_c0	aldehyde dehydrogenase (isobutyl alcohol, NADP)_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn13300_c0	CustomReaction_c0		0.0574417475907712	0.05744174759077236	0.028720874384224826	0.02872087438422486	0.005744174703565373	0.005744174703565373
rxn18921_x0	CustomReaction_x0		0.0	0.0	0.0	0.0	0.0	0.0
rxn19316_m0	CustomReaction_m0		1.0729103705585625	1.0729103705556977	0.536455233250346	0.5364552332498636	0.10729104496077867	0.10729104496077867
rxn20162_c0	acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn28352_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn30081_m0	CustomReaction_m0		0.01824382945945644	0.018243829459457066	0.009121935045149765	0.009121935045149786	0.001824392916209852	0.001824392916209852
rxn30381_c0	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase_c0		-0.011488349518154212	-0.011488349518154473	-0.005744174876844968	-0.005744174876844968	-0.0011488349407130706	-0.0011488349407130706
rxn30674_c0	(S)-malate hydro-lyase (fumarate-forming)_c0		-0.06397364841123152	-0.04818243766421501	-0.03198684482164632	-0.03198684482166766	-0.006397374804206678	-0.006397374804206678
rxn32754_c0	D-mannose 6-phosphate 1,6-phosphomutase_c0		0.3157572865064693	0.31575728650647567	0.15787864649008387	0.1578786464900841	0.031575728345498856	0.031575728345498856
rxn35242_c0	ATP:pyruvate 2-O-phosphotransferase_c0		-6.5869268879257605	-6.586926887923015	-3.29346359999138	-3.2934635999909014	-0.6586926891299667	-0.6586926891299667
ACALDCD_c0	CustomReaction_c0		0.0	0.0	0.0	0.0	0.0	0.0
ACtr_c0	Acetate transport via diffusion (extracellular to periplasm)_c0		0.0	0.0	0.0	0.0	0.0	0.0
H2Otm_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_m0		-33.03927101599008	-33.02347980523818	-16.519635971388507	-16.51963597138777	-3.3039271364661484	-3.3039271364661484
HACNHm_m0	CustomReaction_m0		0.04971112720159573	0.04971112720159684	0.024855564162550487	0.024855564162550522	0.004971112667201367	0.004971112667201367
bio1_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
bio2_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn05211_c0	Transport of citrate, extracellular_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn05319_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_c0		-14.057346416665911	-14.057346416665606	-7.028673497796808	-7.028673497796845	-1.4057346627280054	-1.4057346627280054
rxn05467_c0	CO2 transporter via diffusion_c0		-11.2369085732615	-11.236908573260948	-5.618454398204001	-5.618454398203882	-1.123690861809143	-1.123690861809143
rxn05488_c0	acetate reversible transport via proton symport_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn05561_c0	Transport of dicarboxylates, extracellular_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn05605_c0	Maltose permease MAL31_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn09681_c0	D-fructose transport in via proton symport_c0		0.03573559	0.03573559	0.01786784	0.01786784	0.0035735590000000005	0.0035735590000000005
rxn30341_m0	CustomReaction_m0		0.9567729762332847	0.9567729762304289	0.4783864788786235	0.4783864788781516	0.0956772956123739	0.0956772956123739
rxn30407_m0	CustomReaction_m0		0.0	0.0	0.0	0.0	0.0	0.0
frxn35348_m0	ubiquinol-cytochrome c oxidoreductase Complex III		12.40557973969183	12.405579739690587	6.202790060315561	6.20279006031537	1.24055798555003	1.24055798555003
rxn35347_m0	cytochrome c oxidase Complex IV		6.202789869845915	6.202789869845294	3.1013950301577804	3.101395030157685	0.620278992775015	0.620278992775015
rxn05469_m0	Pyruvate transport via proton symport_m0		1.386253329282689	1.3862533292798318	0.6931267214070855	0.6931267214066033	0.13862533947545513	0.13862533947545513
rxn08428_m0	Ethanol transport		0.0	0.0	0.0	0.0	0.0	0.0
rxn08032_m0	Acetaldehyde transport		0.0	0.0	0.0	0.0	0.0	0.0
rxn00145_m0	(S)-Lactate:ferricytochrome-c 2-oxidoreductase		0.0	0.0	0.0	0.0	0.0	0.0
frxn13726_m0	NADH dehydrogenase-Complex-I (ubiquinone-6)		4.102717597752089	4.102717597756394	2.051358840737199	2.051358840737926	0.4102717726696242	0.4102717726696242
rxn00083_m0	NADPH:NAD+ oxidoreductase_m0		0.0	0.0	0.0	0.0	0.0	0.0
rxn00102_c0	carbonate hydro-lyase (carbon-dioxide-forming)[c0]		-4.680469262980566	-4.680469262980665	-2.3402347464768454	-2.340234746476849	-0.4680469305856646	-0.4680469305856646
rxn00102_m0	carbonate hydro-lyase (carbon-dioxide-forming)[m0]		0.0	0.0	0.0	0.0	0.0	0.0
rxn00003_m0	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)_m0		-0.08557717799474214	-0.08557717799474432	-0.04278859509850042	-0.04278859509850049	-0.008557717695667247	-0.008557717695667247
rxn00003_c0	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)		0.0	0.0	0.0	0.0	0.0	0.0
rxn08350_m0	D-Lactate-proton symporter		0.0	0.0	0.0	0.0	0.0	0.0
rxn19316_x0	citrate condensing enzyme		0.0	0.0	0.0	0.0	0.0	0.0
rxn09780_c0	ADP/ATP transporter, mitochondrial_c0		23.58972455389011	23.58972455389362	11.794862558828296	11.794862558828928	2.358972473761236	2.358972473761236
rxn09779_c0	Tricarboxylate transport protein_c0		-0.04818243766422567	-0.04818243766421501	-0.024091255164022288	-0.02409125516401165	-0.004818243764993554	-0.004818243764993554
rxn09777_c0	Tricarboxylate transport protein_c0		0.0	0.0	0.0	0.0	0.0	0.0
rxn09733_c0	Mitochondrial oxaloacetate transport protein_c0		0.012066203152446248	0.012066203136700676	0.00603308740825631	0.0060330874056202105	0.0012066001873559176	0.0012066001873559176
rxn08173_m0	F(1)-ATPase		22.651808119090585	22.651808119096952	11.325904370988253	11.325904370989358	2.26518084226191	2.26518084226191
rxn09273_c0	TRANS-RXN-106.cp		0.0	-0.015791210747043705	0.0	0.0	0.0	0.0
rxn13211_c0	Acetaldehyde condensation[c0]		0.0	0.0	0.0	0.0	0.0	0.0
rxn11219_c0	Acetolate conversion to Diacetyl		0.0	0.0	0.0	0.0	0.0	0.0
rxn11319_c0	ACTN transporter		0.0	0.0	0.0	0.0	0.0	0.0
rxn05511_c0	Butanediol transport in/out via proton symport		0.0	0.0	0.0	0.0	0.0	0.0
rxn09121_m0	Inorganic phosphate transporter		-0.658630470315309	-0.6586304703153374	-0.32931522815112935	-0.3293152281511702	-0.06586304758978434	-0.06586304758978434
rxn02185_c0	2-Acetolactate pyruvate-lyase (carboxylating)		0.0	0.0	0.0	0.0	0.0	0.0
rxn02113_c0	2-Acetolactate carboxy-lyase		0.0	0.0	0.0	0.0	0.0	0.0
rxn09121_c0	phosphate transport cytosol/mito		22.950878123148435	22.950878123167662	11.475439344882206	11.475439344885434	2.295087840233111	2.295087840233111
bio1	Biomass		0.0	0.0	0.0	0.0	0.0	0.0
bio2	Biomass		0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00076_e0	Exchange for Sucrose		-0.0265603	-0.0265603	-0.0132802	-0.0132802	-0.00265603	-0.00265603
EX_cpd00027_e0	Exchange for D-Glucose		-5.0	-5.0	-2.5	-2.5	-0.5	-0.5
EX_cpd00082_e0	Exchange for D-Fructose		-0.00917529	-0.00917529	-0.00458764	-0.00458764	-0.000917529	-0.000917529
EX_cpd00130_e0	Exchange for L-Malate		0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00007_e0	Exchange for O2		-6.637911107846007	-6.637911107845394	-3.3189556536182834	-3.3189556536181883	-0.6637911161545226	-0.6637911161545226
EX_cpd00067_e0	Exchange for H+		0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00029_e0	Exchange for Acetate		0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00588_e0	Exchange for Sorbitol		0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00361_e0	Exchange for ACTN		0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00363_e0	Exchange for Ethanol		0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00011_e0	Exchange for CO2		11.2369085732615	11.236908573260948	5.618454398204001	5.618454398203882	1.123690861809143	1.123690861809143
EX_cpd00001_e0	Exchange for H2O		14.030786116665912	14.030786116665606	7.015393297796808	7.015393297796845	1.4030786327280054	1.4030786327280054
EX_cpd00020_e0	Exchange for Pyruvate		0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00009_e0	Exchange for Phosphate		-0.38462994186771865	-0.3846299418677464	-0.1923149748767449	-0.19231497487678612	-0.03846299381508077	-0.03846299381508077
EX_cpd00137_e0	Exchange for Citrate		0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd00071_e0	Exchange for Acetaldehyde		0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd09075_e0	Exchange for Phenethyl acetate		-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EX_cpd00106_e0	Exchange for Fumarate		0.0	0.0	0.0	0.0	0.0	0.0
EX_cpd01947_e0	Exchange for BDOH		-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SK_cpd11416_c0	Sink for Biomass		0.0	0.0	0.0	0.0	0.0	0.0
rxn01256_c0	Chorismate pyruvatemutase_c0		0.03802420334751232	0.03802420334751324	0.01901209713874287	0.019012097138742898	0.0038024202909154566	0.0038024202909154566
rxn00832_c0	IMP 1,2-hydrolase (decyclizing)_c0		-0.033161564578943946	-0.0331615645789575	-0.016580782461234397	-0.016580782461245062	-0.0033161564628538262	-0.0033161564628538262
